gl_balance_id,year,month,branch_id,ledger_code,ledger_name,pool_name,amount
GL_BrokerageFees_202507_B010_4320,2025,7,B010,4320,Brokerage Commissions,BrokerageFees,5847.72
GL_BrokerageFees_202507_B010_4325,2025,7,B010,4325,Advisory Fees,BrokerageFees,3898.48
GL_BrokerageFees_202507_B011_4320,2025,7,B011,4320,Brokerage Commissions,BrokerageFees,96.88
GL_BrokerageFees_202507_B011_4325,2025,7,B011,4325,Advisory Fees,BrokerageFees,64.59
GL_BrokerageFees_202507_B012_4320,2025,7,B012,4320,Brokerage Commissions,BrokerageFees,15872.64
GL_BrokerageFees_202507_B012_4325,2025,7,B012,4325,Advisory Fees,BrokerageFees,10581.77
GL_InterestIncomeLoans_202507_HQ_4100,2025,7,HQ,4100,Interest Income - Loans,InterestIncomeLoans,318408.12
GL_InterestIncomeLoans_202507_B001_4100,2025,7,B001,4100,Interest Income - Loans,InterestIncomeLoans,632985.2
GL_InterestIncomeLoans_202507_B002_4100,2025,7,B002,4100,Interest Income - Loans,InterestIncomeLoans,466961.5
GL_InterestIncomeLoans_202507_B003_4100,2025,7,B003,4100,Interest Income - Loans,InterestIncomeLoans,772468.39
GL_InterestIncomeLoans_202507_B004_4100,2025,7,B004,4100,Interest Income - Loans,InterestIncomeLoans,496546.21
GL_InterestIncomeLoans_202507_B005_4100,2025,7,B005,4100,Interest Income - Loans,InterestIncomeLoans,1591396.6
GL_InterestIncomeLoans_202507_B006_4100,2025,7,B006,4100,Interest Income - Loans,InterestIncomeLoans,1323839.24
GL_InterestIncomeLoans_202507_B007_4100,2025,7,B007,4100,Interest Income - Loans,InterestIncomeLoans,1597587.21
GL_InterestIncomeLoans_202507_B008_4100,2025,7,B008,4100,Interest Income - Loans,InterestIncomeLoans,425326.53
GL_InterestIncomeLoans_202507_B009_4100,2025,7,B009,4100,Interest Income - Loans,InterestIncomeLoans,1639439.74
GL_InterestIncomeLoans_202507_B010_4100,2025,7,B010,4100,Interest Income - Loans,InterestIncomeLoans,1067106.13
GL_InterestIncomeLoans_202507_B011_4100,2025,7,B011,4100,Interest Income - Loans,InterestIncomeLoans,274473.78
GL_InterestIncomeLoans_202507_B012_4100,2025,7,B012,4100,Interest Income - Loans,InterestIncomeLoans,47075.87
GL_InterestIncomeSecurities_202507_HQ_4200,2025,7,HQ,4200,Interest Income - Securities,InterestIncomeSecurities,1305238.9
GL_InterestIncomeSecurities_202507_B001_4200,2025,7,B001,4200,Interest Income - Securities,InterestIncomeSecurities,109662.2
GL_InterestIncomeSecurities_202507_B002_4200,2025,7,B002,4200,Interest Income - Securities,InterestIncomeSecurities,78549.86
GL_InterestIncomeSecurities_202507_B003_4200,2025,7,B003,4200,Interest Income - Securities,InterestIncomeSecurities,46717.34
GL_InterestIncomeSecurities_202507_B004_4200,2025,7,B004,4200,Interest Income - Securities,InterestIncomeSecurities,5898.1
GL_InterestIncomeSecurities_202507_B005_4200,2025,7,B005,4200,Interest Income - Securities,InterestIncomeSecurities,38711.93
GL_InterestIncomeSecurities_202507_B006_4200,2025,7,B006,4200,Interest Income - Securities,InterestIncomeSecurities,132772.28
GL_InterestIncomeSecurities_202507_B007_4200,2025,7,B007,4200,Interest Income - Securities,InterestIncomeSecurities,234055.14
GL_InterestIncomeSecurities_202507_B008_4200,2025,7,B008,4200,Interest Income - Securities,InterestIncomeSecurities,43165.42
GL_InterestIncomeSecurities_202507_B009_4200,2025,7,B009,4200,Interest Income - Securities,InterestIncomeSecurities,43517.52
GL_InterestIncomeSecurities_202507_B010_4200,2025,7,B010,4200,Interest Income - Securities,InterestIncomeSecurities,4635.09
GL_InterestIncomeSecurities_202507_B011_4200,2025,7,B011,4200,Interest Income - Securities,InterestIncomeSecurities,89609.24
GL_InterestIncomeSecurities_202507_B012_4200,2025,7,B012,4200,Interest Income - Securities,InterestIncomeSecurities,42865.14
GL_InterestExpenseDeposits_202507_HQ_5100,2025,7,HQ,5100,Interest Expense - Deposits,InterestExpenseDeposits,46168.57
GL_InterestExpenseDeposits_202507_B001_5100,2025,7,B001,5100,Interest Expense - Deposits,InterestExpenseDeposits,676.71
GL_InterestExpenseDeposits_202507_B002_5100,2025,7,B002,5100,Interest Expense - Deposits,InterestExpenseDeposits,48361.49
GL_InterestExpenseDeposits_202507_B003_5100,2025,7,B003,5100,Interest Expense - Deposits,InterestExpenseDeposits,151674.97
GL_InterestExpenseDeposits_202507_B004_5100,2025,7,B004,5100,Interest Expense - Deposits,InterestExpenseDeposits,52757.5
GL_InterestExpenseDeposits_202507_B005_5100,2025,7,B005,5100,Interest Expense - Deposits,InterestExpenseDeposits,70825.03
GL_InterestExpenseDeposits_202507_B006_5100,2025,7,B006,5100,Interest Expense - Deposits,InterestExpenseDeposits,213128.29
GL_InterestExpenseDeposits_202507_B007_5100,2025,7,B007,5100,Interest Expense - Deposits,InterestExpenseDeposits,162571.41
GL_InterestExpenseDeposits_202507_B008_5100,2025,7,B008,5100,Interest Expense - Deposits,InterestExpenseDeposits,53266.29
GL_InterestExpenseDeposits_202507_B009_5100,2025,7,B009,5100,Interest Expense - Deposits,InterestExpenseDeposits,275780.02
GL_InterestExpenseDeposits_202507_B010_5100,2025,7,B010,5100,Interest Expense - Deposits,InterestExpenseDeposits,87942.25
GL_InterestExpenseDeposits_202507_B011_5100,2025,7,B011,5100,Interest Expense - Deposits,InterestExpenseDeposits,311243.01
GL_InterestExpenseDeposits_202507_B012_5100,2025,7,B012,5100,Interest Expense - Deposits,InterestExpenseDeposits,320368.15
GL_InterestExpenseBorrowings_202507_HQ_5200,2025,7,HQ,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,13884.56
GL_InterestExpenseBorrowings_202507_B001_5200,2025,7,B001,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,72811.19
GL_InterestExpenseBorrowings_202507_B002_5200,2025,7,B002,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,6911.0
GL_InterestExpenseBorrowings_202507_B003_5200,2025,7,B003,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,97037.35
GL_InterestExpenseBorrowings_202507_B004_5200,2025,7,B004,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,34808.9
GL_InterestExpenseBorrowings_202507_B005_5200,2025,7,B005,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,2473.76
GL_InterestExpenseBorrowings_202507_B006_5200,2025,7,B006,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,42730.78
GL_InterestExpenseBorrowings_202507_B007_5200,2025,7,B007,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,8436.8
GL_InterestExpenseBorrowings_202507_B008_5200,2025,7,B008,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,65312.83
GL_InterestExpenseBorrowings_202507_B009_5200,2025,7,B009,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,18230.2
GL_InterestExpenseBorrowings_202507_B010_5200,2025,7,B010,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,18001.34
GL_InterestExpenseBorrowings_202507_B011_5200,2025,7,B011,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,6906.71
GL_InterestExpenseBorrowings_202507_B012_5200,2025,7,B012,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,3751.65
GL_ProvisionForCreditLosses_202507_HQ_5300,2025,7,HQ,5300,Provision for Credit Losses,ProvisionForCreditLosses,44863.81
GL_ProvisionForCreditLosses_202507_B001_5300,2025,7,B001,5300,Provision for Credit Losses,ProvisionForCreditLosses,5299.73
GL_ProvisionForCreditLosses_202507_B002_5300,2025,7,B002,5300,Provision for Credit Losses,ProvisionForCreditLosses,86075.64
GL_ProvisionForCreditLosses_202507_B003_5300,2025,7,B003,5300,Provision for Credit Losses,ProvisionForCreditLosses,11996.15
GL_ProvisionForCreditLosses_202507_B004_5300,2025,7,B004,5300,Provision for Credit Losses,ProvisionForCreditLosses,21689.32
GL_ProvisionForCreditLosses_202507_B005_5300,2025,7,B005,5300,Provision for Credit Losses,ProvisionForCreditLosses,28276.75
GL_ProvisionForCreditLosses_202507_B006_5300,2025,7,B006,5300,Provision for Credit Losses,ProvisionForCreditLosses,78587.94
GL_ProvisionForCreditLosses_202507_B007_5300,2025,7,B007,5300,Provision for Credit Losses,ProvisionForCreditLosses,3308.59
GL_ProvisionForCreditLosses_202507_B008_5300,2025,7,B008,5300,Provision for Credit Losses,ProvisionForCreditLosses,3631.99
GL_ProvisionForCreditLosses_202507_B009_5300,2025,7,B009,5300,Provision for Credit Losses,ProvisionForCreditLosses,48121.94
GL_ProvisionForCreditLosses_202507_B010_5300,2025,7,B010,5300,Provision for Credit Losses,ProvisionForCreditLosses,1828.85
GL_ProvisionForCreditLosses_202507_B011_5300,2025,7,B011,5300,Provision for Credit Losses,ProvisionForCreditLosses,16069.1
GL_ProvisionForCreditLosses_202507_B012_5300,2025,7,B012,5300,Provision for Credit Losses,ProvisionForCreditLosses,8814.91
GL_IncomeTaxExpense_202507_HQ_7100,2025,7,HQ,7100,Income Tax Expense,IncomeTaxExpense,459035.67
GL_CallCenterOpex_202508_HQ_6100,2025,8,HQ,6100,Call Center Salaries,CallCenterOpex,250366.36
GL_CallCenterOpex_202508_HQ_6110,2025,8,HQ,6110,Telecom Expense,CallCenterOpex,113802.89
GL_CallCenterOpex_202508_HQ_6120,2025,8,HQ,6120,Call Center Rent,CallCenterOpex,91042.31
GL_CallCenterOpex_202508_B001_6100,2025,8,B001,6100,Call Center Salaries,CallCenterOpex,60485.41
GL_CallCenterOpex_202508_B001_6110,2025,8,B001,6110,Telecom Expense,CallCenterOpex,27493.37
GL_CallCenterOpex_202508_B001_6120,2025,8,B001,6120,Call Center Rent,CallCenterOpex,21994.7
GL_CallCenterOpex_202508_B002_6100,2025,8,B002,6100,Call Center Salaries,CallCenterOpex,118297.73
GL_CallCenterOpex_202508_B002_6110,2025,8,B002,6110,Telecom Expense,CallCenterOpex,53771.7
GL_CallCenterOpex_202508_B002_6120,2025,8,B002,6120,Call Center Rent,CallCenterOpex,43017.36
GL_CallCenterOpex_202508_B003_6100,2025,8,B003,6100,Call Center Salaries,CallCenterOpex,149450.95
GL_CallCenterOpex_202508_B003_6110,2025,8,B003,6110,Telecom Expense,CallCenterOpex,67932.25
GL_CallCenterOpex_202508_B003_6120,2025,8,B003,6120,Call Center Rent,CallCenterOpex,54345.8
GL_CallCenterOpex_202508_B004_6100,2025,8,B004,6100,Call Center Salaries,CallCenterOpex,2470.78
GL_CallCenterOpex_202508_B004_6110,2025,8,B004,6110,Telecom Expense,CallCenterOpex,1123.08
GL_CallCenterOpex_202508_B004_6120,2025,8,B004,6120,Call Center Rent,CallCenterOpex,898.46
GL_CallCenterOpex_202508_B005_6100,2025,8,B005,6100,Call Center Salaries,CallCenterOpex,14519.87
GL_CallCenterOpex_202508_B005_6110,2025,8,B005,6110,Telecom Expense,CallCenterOpex,6599.94
GL_CallCenterOpex_202508_B005_6120,2025,8,B005,6120,Call Center Rent,CallCenterOpex,5279.95
GL_CallCenterOpex_202508_B006_6100,2025,8,B006,6100,Call Center Salaries,CallCenterOpex,28787.79
GL_CallCenterOpex_202508_B006_6110,2025,8,B006,6110,Telecom Expense,CallCenterOpex,13085.36
GL_CallCenterOpex_202508_B006_6120,2025,8,B006,6120,Call Center Rent,CallCenterOpex,10468.29
GL_CallCenterOpex_202508_B007_6100,2025,8,B007,6100,Call Center Salaries,CallCenterOpex,2014.47
GL_CallCenterOpex_202508_B007_6110,2025,8,B007,6110,Telecom Expense,CallCenterOpex,915.67
GL_CallCenterOpex_202508_B007_6120,2025,8,B007,6120,Call Center Rent,CallCenterOpex,732.53
GL_CallCenterOpex_202508_B008_6100,2025,8,B008,6100,Call Center Salaries,CallCenterOpex,12884.02
GL_CallCenterOpex_202508_B008_6110,2025,8,B008,6110,Telecom Expense,CallCenterOpex,5856.37
GL_CallCenterOpex_202508_B008_6120,2025,8,B008,6120,Call Center Rent,CallCenterOpex,4685.1
GL_CallCenterOpex_202508_B009_6100,2025,8,B009,6100,Call Center Salaries,CallCenterOpex,49104.89
GL_CallCenterOpex_202508_B009_6110,2025,8,B009,6110,Telecom Expense,CallCenterOpex,22320.41
GL_CallCenterOpex_202508_B009_6120,2025,8,B009,6120,Call Center Rent,CallCenterOpex,17856.32
GL_CallCenterOpex_202508_B010_6100,2025,8,B010,6100,Call Center Salaries,CallCenterOpex,13448.64
GL_CallCenterOpex_202508_B010_6110,2025,8,B010,6110,Telecom Expense,CallCenterOpex,6113.02
GL_CallCenterOpex_202508_B010_6120,2025,8,B010,6120,Call Center Rent,CallCenterOpex,4890.41
GL_CallCenterOpex_202508_B011_6100,2025,8,B011,6100,Call Center Salaries,CallCenterOpex,5490.82
GL_CallCenterOpex_202508_B011_6110,2025,8,B011,6110,Telecom Expense,CallCenterOpex,2495.83
GL_CallCenterOpex_202508_B011_6120,2025,8,B011,6120,Call Center Rent,CallCenterOpex,1996.66
GL_CallCenterOpex_202508_B012_6100,2025,8,B012,6100,Call Center Salaries,CallCenterOpex,7699.96
GL_CallCenterOpex_202508_B012_6110,2025,8,B012,6110,Telecom Expense,CallCenterOpex,3499.98
GL_CallCenterOpex_202508_B012_6120,2025,8,B012,6120,Call Center Rent,CallCenterOpex,2800.01
GL_BranchOpex_202508_HQ_6200,2025,8,HQ,6200,Branch Salaries,BranchOpex,169166.52
GL_BranchOpex_202508_HQ_6210,2025,8,HQ,6210,Branch Rent,BranchOpex,61515.1
GL_BranchOpex_202508_HQ_6220,2025,8,HQ,6220,Branch Utilities,BranchOpex,46136.32
GL_BranchOpex_202508_HQ_6230,2025,8,HQ,6230,Branch Supplies,BranchOpex,30757.55
GL_BranchOpex_202508_B001_6200,2025,8,B001,6200,Branch Salaries,BranchOpex,18002.16
GL_BranchOpex_202508_B001_6210,2025,8,B001,6210,Branch Rent,BranchOpex,6546.24
GL_BranchOpex_202508_B001_6220,2025,8,B001,6220,Branch Utilities,BranchOpex,4909.68
GL_BranchOpex_202508_B001_6230,2025,8,B001,6230,Branch Supplies,BranchOpex,3273.12
GL_BranchOpex_202508_B002_6200,2025,8,B002,6200,Branch Salaries,BranchOpex,80311.96
GL_BranchOpex_202508_B002_6210,2025,8,B002,6210,Branch Rent,BranchOpex,29204.35
GL_BranchOpex_202508_B002_6220,2025,8,B002,6220,Branch Utilities,BranchOpex,21903.26
GL_BranchOpex_202508_B002_6230,2025,8,B002,6230,Branch Supplies,BranchOpex,14602.17
GL_BranchOpex_202508_B003_6200,2025,8,B003,6200,Branch Salaries,BranchOpex,255062.2
GL_BranchOpex_202508_B003_6210,2025,8,B003,6210,Branch Rent,BranchOpex,92749.89
GL_BranchOpex_202508_B003_6220,2025,8,B003,6220,Branch Utilities,BranchOpex,69562.42
GL_BranchOpex_202508_B003_6230,2025,8,B003,6230,Branch Supplies,BranchOpex,46374.95
GL_BranchOpex_202508_B004_6200,2025,8,B004,6200,Branch Salaries,BranchOpex,158908.01
GL_BranchOpex_202508_B004_6210,2025,8,B004,6210,Branch Rent,BranchOpex,57784.73
GL_BranchOpex_202508_B004_6220,2025,8,B004,6220,Branch Utilities,BranchOpex,43338.55
GL_BranchOpex_202508_B004_6230,2025,8,B004,6230,Branch Supplies,BranchOpex,28892.36
GL_BranchOpex_202508_B005_6200,2025,8,B005,6200,Branch Salaries,BranchOpex,99464.75
GL_BranchOpex_202508_B005_6210,2025,8,B005,6210,Branch Rent,BranchOpex,36169.0
GL_BranchOpex_202508_B005_6220,2025,8,B005,6220,Branch Utilities,BranchOpex,27126.75
GL_BranchOpex_202508_B005_6230,2025,8,B005,6230,Branch Supplies,BranchOpex,18084.5
GL_BranchOpex_202508_B006_6200,2025,8,B006,6200,Branch Salaries,BranchOpex,24627.15
GL_BranchOpex_202508_B006_6210,2025,8,B006,6210,Branch Rent,BranchOpex,8955.33
GL_BranchOpex_202508_B006_6220,2025,8,B006,6220,Branch Utilities,BranchOpex,6716.5
GL_BranchOpex_202508_B006_6230,2025,8,B006,6230,Branch Supplies,BranchOpex,4477.66
GL_BranchOpex_202508_B007_6200,2025,8,B007,6200,Branch Salaries,BranchOpex,198539.52
GL_BranchOpex_202508_B007_6210,2025,8,B007,6210,Branch Rent,BranchOpex,72196.19
GL_BranchOpex_202508_B007_6220,2025,8,B007,6220,Branch Utilities,BranchOpex,54147.14
GL_BranchOpex_202508_B007_6230,2025,8,B007,6230,Branch Supplies,BranchOpex,36098.1
GL_BranchOpex_202508_B008_6200,2025,8,B008,6200,Branch Salaries,BranchOpex,2609.27
GL_BranchOpex_202508_B008_6210,2025,8,B008,6210,Branch Rent,BranchOpex,948.82
GL_BranchOpex_202508_B008_6220,2025,8,B008,6220,Branch Utilities,BranchOpex,711.62
GL_BranchOpex_202508_B008_6230,2025,8,B008,6230,Branch Supplies,BranchOpex,474.41
GL_BranchOpex_202508_B009_6200,2025,8,B009,6200,Branch Salaries,BranchOpex,87473.97
GL_BranchOpex_202508_B009_6210,2025,8,B009,6210,Branch Rent,BranchOpex,31808.72
GL_BranchOpex_202508_B009_6220,2025,8,B009,6220,Branch Utilities,BranchOpex,23856.54
GL_BranchOpex_202508_B009_6230,2025,8,B009,6230,Branch Supplies,BranchOpex,15904.36
GL_BranchOpex_202508_B010_6200,2025,8,B010,6200,Branch Salaries,BranchOpex,18370.86
GL_BranchOpex_202508_B010_6210,2025,8,B010,6210,Branch Rent,BranchOpex,6680.31
GL_BranchOpex_202508_B010_6220,2025,8,B010,6220,Branch Utilities,BranchOpex,5010.24
GL_BranchOpex_202508_B010_6230,2025,8,B010,6230,Branch Supplies,BranchOpex,3340.16
GL_BranchOpex_202508_B011_6200,2025,8,B011,6200,Branch Salaries,BranchOpex,37569.08
GL_BranchOpex_202508_B011_6210,2025,8,B011,6210,Branch Rent,BranchOpex,13661.49
GL_BranchOpex_202508_B011_6220,2025,8,B011,6220,Branch Utilities,BranchOpex,10246.11
GL_BranchOpex_202508_B011_6230,2025,8,B011,6230,Branch Supplies,BranchOpex,6830.74
GL_BranchOpex_202508_B012_6200,2025,8,B012,6200,Branch Salaries,BranchOpex,124660.31
GL_BranchOpex_202508_B012_6210,2025,8,B012,6210,Branch Rent,BranchOpex,45331.02
GL_BranchOpex_202508_B012_6220,2025,8,B012,6220,Branch Utilities,BranchOpex,33998.27
GL_BranchOpex_202508_B012_6230,2025,8,B012,6230,Branch Supplies,BranchOpex,22665.53
GL_DigitalPlatform_202508_HQ_6300,2025,8,HQ,6300,Cloud Hosting,DigitalPlatform,311820.7
GL_DigitalPlatform_202508_HQ_6310,2025,8,HQ,6310,Software Licenses,DigitalPlatform,187092.42
GL_DigitalPlatform_202508_HQ_6320,2025,8,HQ,6320,DevOps & Monitoring,DigitalPlatform,124728.28
GL_DigitalPlatform_202508_B001_6300,2025,8,B001,6300,Cloud Hosting,DigitalPlatform,4267.9
GL_DigitalPlatform_202508_B001_6310,2025,8,B001,6310,Software Licenses,DigitalPlatform,2560.74
GL_DigitalPlatform_202508_B001_6320,2025,8,B001,6320,DevOps & Monitoring,DigitalPlatform,1707.16
GL_DigitalPlatform_202508_B002_6300,2025,8,B002,6300,Cloud Hosting,DigitalPlatform,28758.46
GL_DigitalPlatform_202508_B002_6310,2025,8,B002,6310,Software Licenses,DigitalPlatform,17255.07
GL_DigitalPlatform_202508_B002_6320,2025,8,B002,6320,DevOps & Monitoring,DigitalPlatform,11503.38
GL_DigitalPlatform_202508_B003_6300,2025,8,B003,6300,Cloud Hosting,DigitalPlatform,6925.79
GL_DigitalPlatform_202508_B003_6310,2025,8,B003,6310,Software Licenses,DigitalPlatform,4155.47
GL_DigitalPlatform_202508_B003_6320,2025,8,B003,6320,DevOps & Monitoring,DigitalPlatform,2770.32
GL_DigitalPlatform_202508_B004_6300,2025,8,B004,6300,Cloud Hosting,DigitalPlatform,7769.97
GL_DigitalPlatform_202508_B004_6310,2025,8,B004,6310,Software Licenses,DigitalPlatform,4661.98
GL_DigitalPlatform_202508_B004_6320,2025,8,B004,6320,DevOps & Monitoring,DigitalPlatform,3107.99
GL_DigitalPlatform_202508_B005_6300,2025,8,B005,6300,Cloud Hosting,DigitalPlatform,15317.29
GL_DigitalPlatform_202508_B005_6310,2025,8,B005,6310,Software Licenses,DigitalPlatform,9190.37
GL_DigitalPlatform_202508_B005_6320,2025,8,B005,6320,DevOps & Monitoring,DigitalPlatform,6126.92
GL_DigitalPlatform_202508_B006_6300,2025,8,B006,6300,Cloud Hosting,DigitalPlatform,3931.26
GL_DigitalPlatform_202508_B006_6310,2025,8,B006,6310,Software Licenses,DigitalPlatform,2358.75
GL_DigitalPlatform_202508_B006_6320,2025,8,B006,6320,DevOps & Monitoring,DigitalPlatform,1572.5
GL_DigitalPlatform_202508_B007_6300,2025,8,B007,6300,Cloud Hosting,DigitalPlatform,18306.13
GL_DigitalPlatform_202508_B007_6310,2025,8,B007,6310,Software Licenses,DigitalPlatform,10983.68
GL_DigitalPlatform_202508_B007_6320,2025,8,B007,6320,DevOps & Monitoring,DigitalPlatform,7322.45
GL_DigitalPlatform_202508_B008_6300,2025,8,B008,6300,Cloud Hosting,DigitalPlatform,10978.73
GL_DigitalPlatform_202508_B008_6310,2025,8,B008,6310,Software Licenses,DigitalPlatform,6587.24
GL_DigitalPlatform_202508_B008_6320,2025,8,B008,6320,DevOps & Monitoring,DigitalPlatform,4391.49
GL_DigitalPlatform_202508_B009_6300,2025,8,B009,6300,Cloud Hosting,DigitalPlatform,68809.72
GL_DigitalPlatform_202508_B009_6310,2025,8,B009,6310,Software Licenses,DigitalPlatform,41285.83
GL_DigitalPlatform_202508_B009_6320,2025,8,B009,6320,DevOps & Monitoring,DigitalPlatform,27523.89
GL_DigitalPlatform_202508_B010_6300,2025,8,B010,6300,Cloud Hosting,DigitalPlatform,24981.16
GL_DigitalPlatform_202508_B010_6310,2025,8,B010,6310,Software Licenses,DigitalPlatform,14988.7
GL_DigitalPlatform_202508_B010_6320,2025,8,B010,6320,DevOps & Monitoring,DigitalPlatform,9992.46
GL_DigitalPlatform_202508_B011_6300,2025,8,B011,6300,Cloud Hosting,DigitalPlatform,5150.92
GL_DigitalPlatform_202508_B011_6310,2025,8,B011,6310,Software Licenses,DigitalPlatform,3090.55
GL_DigitalPlatform_202508_B011_6320,2025,8,B011,6320,DevOps & Monitoring,DigitalPlatform,2060.37
GL_DigitalPlatform_202508_B012_6300,2025,8,B012,6300,Cloud Hosting,DigitalPlatform,12683.15
GL_DigitalPlatform_202508_B012_6310,2025,8,B012,6310,Software Licenses,DigitalPlatform,7609.89
GL_DigitalPlatform_202508_B012_6320,2025,8,B012,6320,DevOps & Monitoring,DigitalPlatform,5073.26
GL_ATMNetwork_202508_HQ_6400,2025,8,HQ,6400,ATM Maintenance,ATMNetwork,39612.18
GL_ATMNetwork_202508_HQ_6410,2025,8,HQ,6410,Interchange Fees,ATMNetwork,39612.18
GL_ATMNetwork_202508_HQ_6420,2025,8,HQ,6420,Cash Handling,ATMNetwork,19806.09
GL_ATMNetwork_202508_B001_6400,2025,8,B001,6400,ATM Maintenance,ATMNetwork,14809.26
GL_ATMNetwork_202508_B001_6410,2025,8,B001,6410,Interchange Fees,ATMNetwork,14809.26
GL_ATMNetwork_202508_B001_6420,2025,8,B001,6420,Cash Handling,ATMNetwork,7404.63
GL_ATMNetwork_202508_B002_6400,2025,8,B002,6400,ATM Maintenance,ATMNetwork,4571.08
GL_ATMNetwork_202508_B002_6410,2025,8,B002,6410,Interchange Fees,ATMNetwork,4571.08
GL_ATMNetwork_202508_B002_6420,2025,8,B002,6420,Cash Handling,ATMNetwork,2285.54
GL_ATMNetwork_202508_B003_6400,2025,8,B003,6400,ATM Maintenance,ATMNetwork,6982.15
GL_ATMNetwork_202508_B003_6410,2025,8,B003,6410,Interchange Fees,ATMNetwork,6982.15
GL_ATMNetwork_202508_B003_6420,2025,8,B003,6420,Cash Handling,ATMNetwork,3491.07
GL_ATMNetwork_202508_B004_6400,2025,8,B004,6400,ATM Maintenance,ATMNetwork,35324.96
GL_ATMNetwork_202508_B004_6410,2025,8,B004,6410,Interchange Fees,ATMNetwork,35324.96
GL_ATMNetwork_202508_B004_6420,2025,8,B004,6420,Cash Handling,ATMNetwork,17662.48
GL_ATMNetwork_202508_B005_6400,2025,8,B005,6400,ATM Maintenance,ATMNetwork,7374.71
GL_ATMNetwork_202508_B005_6410,2025,8,B005,6410,Interchange Fees,ATMNetwork,7374.71
GL_ATMNetwork_202508_B005_6420,2025,8,B005,6420,Cash Handling,ATMNetwork,3687.36
GL_ATMNetwork_202508_B006_6400,2025,8,B006,6400,ATM Maintenance,ATMNetwork,30940.24
GL_ATMNetwork_202508_B006_6410,2025,8,B006,6410,Interchange Fees,ATMNetwork,30940.24
GL_ATMNetwork_202508_B006_6420,2025,8,B006,6420,Cash Handling,ATMNetwork,15470.12
GL_ATMNetwork_202508_B007_6400,2025,8,B007,6400,ATM Maintenance,ATMNetwork,17874.1
GL_ATMNetwork_202508_B007_6410,2025,8,B007,6410,Interchange Fees,ATMNetwork,17874.1
GL_ATMNetwork_202508_B007_6420,2025,8,B007,6420,Cash Handling,ATMNetwork,8937.05
GL_ATMNetwork_202508_B008_6400,2025,8,B008,6400,ATM Maintenance,ATMNetwork,14029.67
GL_ATMNetwork_202508_B008_6410,2025,8,B008,6410,Interchange Fees,ATMNetwork,14029.67
GL_ATMNetwork_202508_B008_6420,2025,8,B008,6420,Cash Handling,ATMNetwork,7014.83
GL_ATMNetwork_202508_B009_6400,2025,8,B009,6400,ATM Maintenance,ATMNetwork,10358.21
GL_ATMNetwork_202508_B009_6410,2025,8,B009,6410,Interchange Fees,ATMNetwork,10358.21
GL_ATMNetwork_202508_B009_6420,2025,8,B009,6420,Cash Handling,ATMNetwork,5179.1
GL_ATMNetwork_202508_B010_6400,2025,8,B010,6400,ATM Maintenance,ATMNetwork,10325.22
GL_ATMNetwork_202508_B010_6410,2025,8,B010,6410,Interchange Fees,ATMNetwork,10325.22
GL_ATMNetwork_202508_B010_6420,2025,8,B010,6420,Cash Handling,ATMNetwork,5162.61
GL_ATMNetwork_202508_B011_6400,2025,8,B011,6400,ATM Maintenance,ATMNetwork,1461.08
GL_ATMNetwork_202508_B011_6410,2025,8,B011,6410,Interchange Fees,ATMNetwork,1461.08
GL_ATMNetwork_202508_B011_6420,2025,8,B011,6420,Cash Handling,ATMNetwork,730.54
GL_ATMNetwork_202508_B012_6400,2025,8,B012,6400,ATM Maintenance,ATMNetwork,5822.1
GL_ATMNetwork_202508_B012_6410,2025,8,B012,6410,Interchange Fees,ATMNetwork,5822.1
GL_ATMNetwork_202508_B012_6420,2025,8,B012,6420,Cash Handling,ATMNetwork,2911.09
GL_OperationsShared_202508_HQ_6500,2025,8,HQ,6500,Finance & HR,OperationsShared,341123.21
GL_OperationsShared_202508_HQ_6510,2025,8,HQ,6510,Compliance,OperationsShared,189512.9
GL_OperationsShared_202508_HQ_6520,2025,8,HQ,6520,IT Shared Services,OperationsShared,227415.47
GL_OperationsShared_202508_B001_6500,2025,8,B001,6500,Finance & HR,OperationsShared,1970.54
GL_OperationsShared_202508_B001_6510,2025,8,B001,6510,Compliance,OperationsShared,1094.75
GL_OperationsShared_202508_B001_6520,2025,8,B001,6520,IT Shared Services,OperationsShared,1313.7
GL_OperationsShared_202508_B002_6500,2025,8,B002,6500,Finance & HR,OperationsShared,867.43
GL_OperationsShared_202508_B002_6510,2025,8,B002,6510,Compliance,OperationsShared,481.91
GL_OperationsShared_202508_B002_6520,2025,8,B002,6520,IT Shared Services,OperationsShared,578.29
GL_OperationsShared_202508_B003_6500,2025,8,B003,6500,Finance & HR,OperationsShared,26764.48
GL_OperationsShared_202508_B003_6510,2025,8,B003,6510,Compliance,OperationsShared,14869.15
